Name,SMILES,Affinity
dds5_enamine32238,CC1C/C(=C/c2ccccc2)/c2nc3ccccc3c(C(=O)Nc3nnn[nH]3)c2C1,-7.589
dds5_enamine9359,NC(=O)NC1CCC(CC1)C(=O)N1CCc2c(C1)nc[nH]c2=O,-7.586
dds5_enamine45776,Cc1nnnn1c1cccc(NC(=O)N2CCCC(C2)c2nc(no2)c2cccc(F)c2)c1,-7.586
hinge_enamine22049,C[C@@H]1CC[C@@H](O)CN1C(=O)c1cnc2[nH]c(=O)[nH]c(=O)c2c1,-7.583
dds5_enamine37392,Cc1sc(NC(=O)c2cccc3[nH]cnc23)nc1c1ccc2NC(=O)CCc2c1,-7.582
dds1_enamine4531,Fc1cccc(c1)C(NC(=O)c1cc(=O)[nH]c2ccc(F)cc12)c1ccccn1,-7.581
dds5_enamine35070,FC(F)(F)c1cccc(c1)n1nc(nc1c1ccccc1)C(=O)N1CC2COCC(C1)O2,-7.58
hinge_enamine19900,CC(=O)Nc1ccccc1CNc1nc2ccccc2n1c1ccccc1,-7.577
hinge_enamine4611,CC(C)C(=O)Nc1nc(CC(=O)NCc2noc(n2)c2ccccc2C)cs1,-7.575
hinge_enamine21532,Cc1ccc2ncnc(Nc3cnn(Cc4nnc5CCCCn45)c3)c2c1,-7.575
hinge_enamine23133,FC(F)(F)c1ccnc(c1)N1CCC2(CC1)CNC(=O)c1ccccc1O2,-7.573
hinge_enamine17749,Cc1nnnn1c1cccc(NC(=O)c2ccc3[nH]nnc3c2)c1,-7.57
ab_enamine13925,C[C@H](NS(=O)(=O)c1ccccc1F)C(=O)Nc1nnc([nH]1)c1ccccn1,-7.57
hinge_enamine3302,Clc1c([nH]c2ccccc12)C(=O)Nc1cccc(c1)c1nnc2CCCCCn12,-7.569
dds5_enamine34425,CC(NC(=O)c1cc(nc2ccccc12)c1ccccc1)c1ccc(NC(=O)N)cc1,-7.568
hinge_enamine9073,Cc1cc(NC(=O)CCc2nc3n(ncc3c(=O)[nH]2)c2ccccc2)no1,-7.568
CHEMBL3660804,NC(=O)c1c[nH]c(C(=O)Nc2ccc(CCC(=O)O)cc2C2=CCCCC2)n1,-7.566
dds5_enamine48402,CC1(NC(=O)NC1=O)C1CCN(CC1)C(=O)c1cc2CCc3ccccc3-c2s1,-7.566
dds5_enamine44628,Clc1cc(ccc1n1ncc2ccccc12)C(=O)N1CCN(CC1)c1ccc(=O)[nH]n1,-7.566
dds5_enamine28022,[O-][N+](=O)c1ccc2oc(cc2c1)C(=O)Nc1cccc(c1)c1nnn[nH]1,-7.565
dds1_enamine3471,NC(=O)C1Cc2ccccc2CN1C(=O)c1cccc(c1)n1nnnc1N,-7.563
dds5_enamine3151,Cc1noc(C)c1COc1ccccc1C(=O)N1CCCC(C1)c1nnc2CCCCCn12,-7.562
dds5_enamine32180,COc1cccc2cc(oc12)C(=O)Nc1cccc(c1)c1nnn[nH]1,-7.561
hinge_enamine5163,Cc1nnc(o1)C1Cc2ccccc2CN1Cc1nc2ccccc2s1,-7.559
